1513158568582115200 -0.00264465838686 -0.00193792767394 0.0 0.0 0.0 -0.000925630917218 0.999999571604
1513158568834110000 -0.00339014478945 -0.00254269271337 0.0 0.0 0.0 -0.000867936130418 0.999999623343
1513158569085971100 -0.00233229760368 -0.00125214622941 0.0 0.0 0.0 -0.000970902955933 0.999999528674
1513158569347929400 -0.00258681476945 -0.00132295632013 0.0 0.0 0.0 -0.000840518713322 0.999999646764
1513158569593044900 -0.00416166510988 -0.0018916612712 0.0 0.0 0.0 -0.00087756841304 0.999999614937
1513158569831715800 -0.00342302716936 -0.00129693121866 0.0 0.0 0.0 -0.000747451079836 0.999999720658
1513158570083696100 -0.0027206626959 0.000184839544929 0.0 0.0 0.0 -0.000548054813413 0.999999849818
1513158570335430200 -0.0047916992878 -0.000186340513259 0.0 0.0 0.0 -0.000235839381424 0.99999997219
1513158570597329700 -0.0064904147641 0.000187044609642 0.0 0.0 0.0 -0.000440847203327 0.999999902827
1513158570839036900 -0.00434360773041 -0.00112048505779 0.0 0.0 0.0 -0.000354869685101 0.999999937034
1513158571080605700 -0.00366822343845 -0.0033247523023 0.0 0.0 0.0 -0.000666232831433 0.999999778067
1513158571342482100 -0.00288666321098 -0.0023802707058 0.0 0.0 0.0 -0.000806810354211 0.999999674528
1513158571584235200 -0.00486297920137 -0.00315376608592 0.0 0.0 0.0 -0.000641967970132 0.999999793939
1513158571836093100 -0.00376781037821 -0.00261412797642 0.0 0.0 0.0 -0.000597090050945 0.999999821742
1513158572088074800 -0.00324459004223 -0.00250447767859 0.0 0.0 0.0 -0.000616340470725 0.999999810062
1513158572339836500 -0.00416636186927 -0.00228973710536 0.0 0.0 0.0 -0.000804167931391 0.999999676657
1513158572585064000 -0.00512454653261 -0.00181272807643 0.0 0.0 0.0 -0.000493291808324 0.999999878332
1513158572833538900 -0.00354031401283 -0.00132093750475 0.0 0.0 0.0 -0.000465171133862 0.999999891808
1513158573085467100 -0.000464485484754 -0.00271367213216 0.0 0.0 0.0 -0.000704619497358 0.999999751756
1513158573337289400 0.000368703253233 -0.00179635028138 0.0 0.0 0.0 -0.000834192445822 0.999999652061
1513158573589020000 5.87703024178e-05 -0.00222851352663 0.0 0.0 0.0 -0.00076308011346 0.999999708854
1513158573830974900 0.000385953729498 -0.00253803262542 0.0 0.0 0.0 -0.000870795542069 0.999999620857
1513158574082771100 -0.000810416931408 -0.00141104194897 0.0 0.0 0.0 -0.000776459755222 0.999999698555
1513158574334609800 -0.000836775426377 -0.000902859534628 0.0 0.0 0.0 -0.000828880261342 0.999999656479
1513158574596720600 -0.00142231287559 -0.00222774547683 0.0 0.0 0.0 -0.000668775933831 0.999999776369
1513158574838488600 -0.00270860479546 0.000926596995008 0.0 0.0 0.0 -0.000570321228905 0.999999837367
1513158575090343700 0.000834062478671 -0.000873149274645 0.0 0.0 0.0 -0.000403875080681 0.999999918442
1513158575332143700 -0.00235564469455 -0.00288187540722 0.0 0.0 0.0 -0.000666253632461 0.999999778053
1513158575584088600 -0.000285224452645 -0.00138024694086 0.0 0.0 0.0 -0.000779730101557 0.99999969601
1513158575835908100 -0.00106926204117 -0.00249938954249 0.0 0.0 0.0 -0.00103925945996 0.99999945997
1513158576087722400 -6.38380089209e-05 -0.00255940254483 0.0 0.0 0.0 -0.00109489208575 0.999999400605
1513158576339326800 -0.00103561829651 -0.0016622664069 0.0 0.0 0.0 -0.00104158066025 0.999999457555
1513158576580690700 -0.00425218916296 -0.00371865719682 0.0 0.0 0.0 -0.000353942465833 0.999999937362
1513158576833026300 -0.00465763338729 7.6453204779e-05 0.0 0.0 0.0 7.63016191539e-05 0.999999997089
1513158577083882900 -0.00290311654762 -0.00054162519381 0.0 0.0 0.0 -0.000133463313245 0.999999991094
1513158577335693000 -0.00268849979772 -0.000279305798789 0.0 0.0 0.0 -0.000501447491024 0.999999874275
1513158577587570100 -0.00134358168711 -0.00168949952173 0.0 0.0 0.0 -0.000647652052235 0.999999790273
1513158577839311400 -0.000148872724426 -0.00311278874714 0.0 0.0 0.0 -0.000806465842284 0.999999674806
1513158578081045400 -0.00243548873711 -0.00267426639575 0.0 0.0 0.0 -0.00115559591522 0.999999332299
1513158578332848800 -0.000321820621722 -0.00361595635737 0.0 0.0 0.0 -0.00146621857746 0.999998925101
1513158578584792800 -0.0019130054633 -0.00355289528429 0.0 0.0 0.0 -0.00137470467141 0.999999055093
1513158578836901300 -0.00130730960521 -0.00384658375187 0.0 0.0 0.0 -0.00127905898949 0.999999182004
